period,bsurf
0.852047484,1.65E+12
1.096439972,1.65E+12
0.467894113,1.65E+12
0.702413629,1.66E+12
0.325415322,1.66E+12
0.436506697,1.67E+12
0.708954186,1.69E+12
0.166762292,1.69E+12
0.77136654,1.69E+12
0.551058591,1.69E+12
0.760031968,1.69E+12
0.618715084,1.69E+12
0.473026471,1.70E+12
1.33230972,1.70E+12
1.465655771,1.70E+12
1.217094296,1.71E+12
1.206801436,1.71E+12
2.184001347,1.71E+12
0.793902802,1.71E+12
1.358726763,1.71E+12
0.087545204,1.72E+12
0.543008579,1.72E+12
0.627715518,1.72E+12
0.457535874,1.72E+12
0.163245786,1.72E+12
1.220470005,1.72E+12
0.272450631,1.73E+12
0.756891934,1.73E+12
0.394945791,1.73E+12
0.692113247,1.73E+12
0.882778266,1.73E+12
1.781927762,1.73E+12
0.144073155,1.73E+12
0.515167051,1.73E+12
0.099660833,1.74E+12
0.467616323,1.74E+12
0.973393692,1.74E+12
0.612558241,1.74E+12
1.223777454,1.74E+12
0.729305838,1.74E+12
0.288601695,1.75E+12
0.364705576,1.75E+12
1.036067273,1.75E+12
0.238777818,1.75E+12
0.862117739,1.76E+12
1.279057595,1.76E+12
1.78561124,1.76E+12
0.078218549,1.77E+12
0.370141128,1.77E+12
0.529115851,1.77E+12
0.234105791,1.77E+12
0.921490674,1.77E+12
1.524672106,1.77E+12
1.804694946,1.79E+12
1.69265634,1.79E+12
0.95761663,1.79E+12
0.548939223,1.80E+12
0.434811386,1.80E+12
0.236170877,1.80E+12
0.866926671,1.80E+12
0.589195503,1.80E+12
1.202851754,1.80E+12
0.648040054,1.81E+12
1.118225345,1.82E+12
2.461051995,1.82E+12
1.432704197,1.82E+12
0.320422712,1.83E+12
0.16249871,1.83E+12
0.887718643,1.83E+12
2.107263371,1.83E+12
0.594576165,1.84E+12
1.27644582,1.84E+12
0.154087174,1.84E+12
1.160592538,1.84E+12
0.258911997,1.84E+12
0.198335136,1.85E+12
0.825935803,1.85E+12
0.332205672,1.85E+12
0.822248731,1.86E+12
1.297836838,1.86E+12
0.405769488,1.87E+12
0.165906978,1.87E+12
0.618357697,1.87E+12
0.642742751,1.88E+12
0.228564098,1.88E+12
0.465364646,1.88E+12
0.659432051,1.88E+12
0.435193852,1.88E+12
0.745828032,1.88E+12
0.618182591,1.88E+12
0.927772239,1.90E+12
0.557463612,1.90E+12
3.406538671,1.90E+12
0.638565482,1.91E+12
1.081908474,1.91E+12
1.257181104,1.91E+12
2.08134346,1.91E+12
0.739501327,1.92E+12
0.180591501,1.92E+12
0.594575264,1.92E+12
0.682418627,1.92E+12
0.344642757,1.92E+12
0.778164353,1.92E+12
1.138402713,1.92E+12
2.650438733,1.93E+12
0.7639335,1.93E+12
2.09944017,1.93E+12
1.925871773,1.94E+12
0.933971582,1.94E+12
0.739681923,1.95E+12
0.512547818,1.95E+12
2.391396795,1.96E+12
1.218353596,1.96E+12
0.245974769,1.97E+12
0.59807593,1.97E+12
1.097705705,1.98E+12
0.93969004,1.99E+12
0.991026616,1.99E+12
0.564759389,2.00E+12
2.040531574,2.00E+12
2.477567874,2.00E+12
0.164949668,2.00E+12
0.367432451,2.00E+12
0.641097851,2.00E+12
0.96733837,2.00E+12
0.464699749,2.03E+12
0.616979044,2.03E+12
0.52093968,2.03E+12
0.051623574,2.03E+12
1.25308459,2.04E+12
0.288346763,2.04E+12
0.844080666,2.04E+12
0.928107508,2.04E+12
1.078953318,2.04E+12
0.163695236,2.04E+12
1.436309536,2.04E+12
0.653053971,2.05E+12
1.465071375,2.05E+12
0.926275905,2.06E+12
1.65643976,2.06E+12
0.640233748,2.06E+12
0.921459731,2.06E+12
1.757205869,2.07E+12
1.787036805,2.07E+12
0.583550377,2.07E+12
0.04857878,2.07E+12
0.517443204,2.08E+12
2.074377078,2.08E+12
8.509827491,2.08E+12
0.655220596,2.11E+12
0.096294208,2.11E+12
0.139760065,2.11E+12
1.187913066,2.13E+12
0.590472788,2.13E+12
0.505956739,2.13E+12
0.861379643,2.14E+12
1.466820306,2.16E+12
0.562557636,2.16E+12
0.263344726,2.16E+12
1.575886338,2.16E+12
1.214440512,2.17E+12
1.389604688,2.17E+12
0.586986163,2.17E+12
1.309108787,2.17E+12
2.110974118,2.18E+12
1.576924633,2.18E+12
2.043082458,2.18E+12
1.788490453,2.18E+12
2.74664729,2.19E+12
0.895285284,2.19E+12
0.844108575,2.20E+12
1.146594847,2.21E+12
0.390739364,2.22E+12
1.013608747,2.22E+12
0.609873649,2.22E+12
0.849235685,2.23E+12
0.397857447,2.23E+12
0.548227104,2.23E+12
0.56900709,2.23E+12
0.43437288,2.23E+12
0.080118133,2.23E+12
0.688541512,2.24E+12
0.837365302,2.24E+12
0.491141556,2.24E+12
0.655450239,2.24E+12
0.827838086,2.25E+12
0.609607142,2.26E+12
1.423101838,2.26E+12
2.306641554,2.27E+12
0.460974128,2.27E+12
0.080906689,2.27E+12
1.184998934,2.28E+12
0.890594496,2.28E+12
0.337593698,2.28E+12
1.901967399,2.28E+12
0.717311174,2.28E+12
0.293928189,2.29E+12
1.245914634,2.29E+12
0.246327587,2.29E+12
1.542704449,2.29E+12
0.563294925,2.30E+12
1.165741387,2.30E+12
0.673503317,2.31E+12
0.817329808,2.31E+12
1.442447521,2.31E+12
1.525265634,2.32E+12
0.541404374,2.33E+12
0.430872156,2.33E+12
0.476734842,2.33E+12
0.840738545,2.34E+12
0.551133777,2.34E+12
0.227387489,2.34E+12
1.703739138,2.35E+12
0.525049143,2.35E+12
0.619453557,2.36E+12
1.526085076,2.37E+12
1.498637437,2.37E+12
0.989831207,2.37E+12
0.196543155,2.38E+12
0.933265581,2.38E+12
0.486750799,2.38E+12
1.749551746,2.40E+12
1.016948362,2.40E+12
1.567994018,2.41E+12
0.068179877,2.41E+12
0.78231336,2.41E+12
1.59474555,2.42E+12
1.840003541,2.43E+12
0.981902118,2.43E+12
1.657428783,2.43E+12
0.541752114,2.44E+12
1.373654387,2.44E+12
1.320490414,2.45E+12
0.430627099,2.46E+12
0.671964199,2.46E+12
0.617107206,2.46E+12
0.634354347,2.46E+12
0.2755776,2.46E+12
0.48345888,2.47E+12
0.843980397,2.48E+12
0.375296924,2.48E+12
0.940961617,2.48E+12
0.690576358,2.48E+12
1.807068678,2.49E+12
0.098813976,2.49E+12
0.957463935,2.49E+12
1.266790124,2.49E+12
2.347486053,2.49E+12
0.644354056,2.50E+12
0.967846213,2.50E+12
0.380869799,2.50E+12
0.404547474,2.51E+12
0.701614949,2.52E+12
1.202893463,2.52E+12
2.072152992,2.53E+12
2.261364513,2.54E+12
1.984597367,2.54E+12
2.717934136,2.54E+12
0.505097149,2.54E+12
0.374046786,2.54E+12
0.475392527,2.54E+12
0.279186875,2.55E+12
1.121561892,2.55E+12
1.528124106,2.56E+12
1.358307011,2.56E+12
0.865235334,2.56E+12
1.494090615,2.57E+12
0.656299231,2.57E+12
2.16567935,2.57E+12
0.409349486,2.57E+12
0.166633924,2.58E+12
1.577286151,2.58E+12
0.933161075,2.58E+12
0.644255065,2.59E+12
0.481118852,2.59E+12
2.780079198,2.59E+12
0.500254454,2.60E+12
0.797478075,2.60E+12
0.813690303,2.60E+12
0.682542497,2.60E+12
0.562710736,2.61E+12
1.44477321,2.62E+12
0.36367633,2.62E+12
0.3070717,2.63E+12
0.770620171,2.63E+12
0.580839886,2.65E+12
0.948236974,2.65E+12
0.880330482,2.65E+12
2.123505704,2.68E+12
0.413700121,2.68E+12
0.280423859,2.69E+12
1.05422825,2.69E+12
0.554756465,2.69E+12
0.166115573,2.69E+12
0.974724731,2.70E+12
1.396401078,2.70E+12
0.374117028,2.71E+12
0.528352163,2.71E+12
1.213381227,2.73E+12
1.625405472,2.74E+12
1.349184472,2.76E+12
0.528336409,2.76E+12
0.943157883,2.77E+12
1.254051631,2.77E+12
1.300513146,2.77E+12
0.672480607,2.77E+12
0.237383082,2.78E+12
0.32677421,2.79E+12
0.28840942,2.79E+12
1.643622185,2.79E+12
0.101486794,2.80E+12
0.524150885,2.80E+12
0.460339492,2.81E+12
0.712794037,2.81E+12
0.575072383,2.83E+12
1.170859077,2.84E+12
0.2353032,2.84E+12
1.234853628,2.85E+12
0.559071333,2.85E+12
1.267535703,2.86E+12
0.222949273,2.86E+12
0.923390559,2.86E+12
0.139881678,2.87E+12
0.627980684,2.87E+12
1.664500786,2.87E+12
0.566734157,2.88E+12
0.052152855,2.88E+12
0.859368467,2.91E+12
2.218602647,2.91E+12
0.144469765,2.92E+12
2.280597196,2.93E+12
0.791232253,2.93E+12
1.527042271,2.94E+12
0.507722322,2.95E+12
0.346287437,2.97E+12
0.609961754,2.97E+12
1.273768292,2.98E+12
0.107386458,2.98E+12
3.241028503,2.99E+12
0.280677974,2.99E+12
0.810717729,2.99E+12
0.457501818,3.00E+12
1.077924343,3.00E+12
1.244418596,3.01E+12
0.630983058,3.01E+12
1.046117157,3.02E+12
0.78318549,3.04E+12
1.565601148,3.05E+12
2.642223439,3.05E+12
0.154027428,3.06E+12
0.455059775,3.06E+12
0.350963229,3.06E+12
2.191986896,3.07E+12
1.74830108,3.08E+12
0.106632746,3.08E+12
0.567080222,3.09E+12
0.536413666,3.09E+12
0.069356847,3.10E+12
1.198630275,3.10E+12
1.911428023,3.11E+12
2.191497968,3.11E+12
0.182135803,3.12E+12
0.102459246,3.12E+12
0.608205315,3.12E+12
0.435060255,3.13E+12
0.206648509,3.14E+12
0.746577356,3.14E+12
0.510160345,3.15E+12
2.202325077,3.15E+12
2.499468267,3.16E+12
1.272260375,3.16E+12
0.529440988,3.17E+12
0.103740952,3.19E+12
1.679164229,3.20E+12
0.529913192,3.20E+12
0.827776462,3.21E+12
1.796249701,3.24E+12
2.09313631,3.24E+12
1.91513067,3.25E+12
0.994680687,3.26E+12
0.957991165,3.27E+12
2.330262821,3.27E+12
0.579822815,3.27E+12
0.278481055,3.28E+12
3.059509602,3.29E+12
1.225781996,3.29E+12
0.418968843,3.34E+12
1.954429635,3.36E+12
1.54681894,3.37E+12
0.089328385,3.38E+12
1.347899473,3.38E+12
1.779225575,3.40E+12
0.630313713,3.41E+12
1.633565179,3.41E+12
1.534008142,3.42E+12
0.526682242,3.44E+12
0.213074654,3.45E+12
0.692551578,3.46E+12
0.336554652,3.47E+12
0.645302469,3.47E+12
0.585761208,3.48E+12
1.048704887,3.48E+12
0.139460211,3.48E+12
0.945224316,3.48E+12
0.204068115,3.48E+12
0.123670658,3.49E+12
1.124481089,3.49E+12
1.441741593,3.49E+12
0.217094,3.50E+12
0.674531909,3.50E+12
0.663321098,3.50E+12
1.043361629,3.50E+12
2.034989479,3.51E+12
2.304878838,3.51E+12
1.963531984,3.53E+12
0.627285366,3.54E+12
0.305830098,3.56E+12
3.253210838,3.57E+12
0.06188365,3.58E+12
0.333242851,3.60E+12
0.065715928,3.61E+12
2.675682265,3.61E+12
3.95385296,3.62E+12
0.575971412,3.63E+12
1.073566584,3.66E+12
0.819990037,3.66E+12
0.35715482,3.67E+12
0.74965895,3.69E+12
0.397881894,3.70E+12
0.957750945,3.71E+12
1.538426726,3.73E+12
0.427761842,3.75E+12
0.87704381,3.75E+12
2.76419487,3.76E+12
1.205303285,3.77E+12
1.908494491,3.78E+12
0.899217799,3.78E+12
0.033392412,3.79E+12
0.837148196,3.79E+12
0.842789632,3.80E+12
1.084019944,3.80E+12
0.475874115,3.81E+12
0.278137287,3.83E+12
0.549160534,3.83E+12
2.215801739,3.83E+12
0.819911496,3.85E+12
1.637129007,3.85E+12
0.570313412,3.86E+12
1.092348153,3.88E+12
0.668407829,3.88E+12
1.231304777,3.92E+12
1.216804658,3.92E+12
0.975724966,3.94E+12
0.664367488,3.94E+12
0.542155481,3.94E+12
0.544670547,3.96E+12
0.845347575,3.96E+12
0.944783887,3.97E+12
1.301908114,3.98E+12
1.032471199,3.98E+12
0.198435733,3.98E+12
5.094083028,3.98E+12
1.046809877,3.99E+12
0.755992761,3.99E+12
2.857941001,4.00E+12
3.4532,4.00E+12
0.918410326,4.01E+12
2.256488427,4.03E+12
0.691251418,4.04E+12
0.124924207,4.04E+12
2.872773651,4.06E+12
0.430990981,4.08E+12
1.011694218,4.09E+12
0.761194082,4.10E+12
0.854481664,4.11E+12
1.279402354,4.12E+12
2.712422838,4.12E+12
1.283659843,4.14E+12
0.415823055,4.14E+12
1.081328247,4.16E+12
1.978847432,4.16E+12
1.893748694,4.18E+12
3.465037783,4.18E+12
1.238989577,4.19E+12
0.288456512,4.29E+12
0.13366692,4.29E+12
2.154307061,4.30E+12
1.072967894,4.33E+12
0.859192035,4.34E+12
1.478480373,4.38E+12
0.614756694,4.42E+12
0.318941483,4.45E+12
0.386625017,4.48E+12
0.377118563,4.48E+12
0.957242442,4.48E+12
0.334959966,4.52E+12
3.914657916,4.54E+12
2.115171149,4.55E+12
0.885240281,4.57E+12
0.472834279,4.61E+12
2.988192686,4.63E+12
0.384891195,4.66E+12
0.404980301,4.67E+12
0.22610711,4.67E+12
0.71750809,4.69E+12
1.961572304,4.69E+12
2.843850385,4.72E+12
0.517404835,4.72E+12
0.295837553,4.77E+12
1.066060871,4.81E+12
2.760227945,4.82E+12
2.232969028,4.82E+12
0.491384122,4.84E+12
1.205374441,4.85E+12
1.219593883,4.88E+12
0.178431524,4.89E+12
3.449384953,4.93E+12
1.59241948,4.93E+12
0.050569703,4.98E+12
0.668105151,4.99E+12
0.405043322,4.99E+12
2.283093351,5.05E+12
1.204643889,5.05E+12
1.747293489,5.06E+12
2.618918467,5.11E+12
0.788353567,5.12E+12
1.221707692,5.14E+12
1.934478067,5.16E+12
0.231603329,5.17E+12
0.850664943,5.18E+12
0.74629521,5.21E+12
1.044312702,5.22E+12
0.973458035,5.24E+12
3.467301517,5.25E+12
2.454609159,5.29E+12
0.744295419,5.32E+12
0.557018758,5.33E+12
0.251658714,5.40E+12
0.686704444,5.41E+12
2.18274599,5.41E+12
0.768672273,5.42E+12
0.419102265,5.44E+12
1.223352308,5.47E+12
0.800132073,5.48E+12
2.027524389,5.48E+12
4.630188062,5.50E+12
4.878838526,5.50E+12
1.025830893,5.51E+12
0.861067407,5.53E+12
0.512979909,5.53E+12
0.287800022,5.55E+12
0.725732155,5.59E+12
2.764209421,5.60E+12
0.597792237,5.63E+12
0.315224971,5.64E+12
1.004512553,5.67E+12
0.912914196,5.70E+12
0.808127417,5.73E+12
0.763914831,5.78E+12
2.642198513,5.83E+12
1.289378778,5.88E+12
2.948389604,5.94E+12
0.237161293,6.07E+12
0.92247473,6.10E+12
0.443398022,6.10E+12
4.392158713,6.14E+12
2.129665364,6.18E+12
0.663829648,6.19E+12
0.441995131,6.29E+12
3.687219048,6.31E+12
3.559937232,6.36E+12
2.512262812,6.36E+12
0.769005855,6.43E+12
0.880819625,6.45E+12
0.647292718,6.51E+12
6.597562623,6.54E+12
0.546824158,6.56E+12
2.407622311,6.64E+12
2.864337736,6.67E+12
1.8933527,6.68E+12
6.193004085,6.69E+12
2.951938334,6.69E+12
0.380830777,6.72E+12
5.639047079,6.78E+12
1.249923537,6.82E+12
2.41758227,6.87E+12
2.791025178,6.90E+12
0.41582709,6.93E+12
2.062386258,6.97E+12
0.193339746,7.08E+12
0.184528095,7.10E+12
0.240952642,7.14E+12
1.166449004,7.15E+12
1.238305344,7.16E+12
5.013398001,7.21E+12
0.953384188,7.25E+12
2.84338881,7.35E+12
1.565217964,7.37E+12
0.240523865,7.42E+12
0.710830079,7.48E+12
0.26743961,7.55E+12
1.101554693,7.60E+12
0.481789349,7.74E+12
2.279661059,7.74E+12
2.919396987,7.80E+12
0.166108328,7.83E+12
0.86422736,7.85E+12
3.42846631,7.98E+12
0.45043237,8.00E+12
3.904506361,8.06E+12
5.763777003,8.29E+12
1.451319471,8.29E+12
1.846534202,8.31E+12
1.876018524,8.38E+12
3.270241803,8.57E+12
4.137538524,8.62E+12
7.707183007,8.66E+12
0.69676051,8.66E+12
1.436582629,8.70E+12
2.133591214,9.07E+12
0.947558409,9.47E+12
4.758575568,9.51E+12
0.453394165,9.52E+12
3.088255793,9.67E+12
0.950288537,9.74E+12
1.207567765,9.81E+12
0.28562462,9.88E+12
0.956548549,9.88E+12
0.495369868,9.91E+12
4.308189599,1.01E+13
0.135476854,1.02E+13
0.445748931,1.03E+13
0.136855047,1.03E+13
4.962427253,1.04E+13
3.418039313,1.04E+13
1.175967877,1.04E+13
0.231693836,1.08E+13
4.693232933,1.08E+13
4.60036899,1.09E+13
0.961042627,1.11E+13
5.309376685,1.13E+13
0.906976861,1.13E+13
1.709154495,1.15E+13
0.989706023,1.17E+13
0.829828785,1.18E+13
1.775343826,1.20E+13
0.323648024,1.22E+13
3.74553925,1.24E+13
2.111264734,1.27E+13
2.457881778,1.29E+13
2.071040273,1.34E+13
4.8642838,1.35E+13
6.445036086,1.41E+13
1.122341686,1.46E+13
2.180195178,1.47E+13
1.420160341,1.52E+13
0.151251258,1.54E+13
1.643726002,1.56E+13
1.181023297,1.60E+13
1.799395668,1.69E+13
1.600114042,1.70E+13
0.606886624,1.70E+13
2.41457552,1.73E+13
6.221552666,1.74E+13
2.663079683,1.89E+13
1.393484482,1.95E+13
2.306152697,1.95E+13
1.116048619,2.02E+13
2.351744936,2.13E+13
1.616129872,2.15E+13
7.733640265,2.18E+13
0.813452834,2.33E+13
4.557820096,2.60E+13
5.977492737,2.71E+13
4.47672254,2.71E+13
4.862873961,2.75E+13
1.817565031,2.81E+13
3.442308488,3.21E+13
2.935186459,3.31E+13
1.110132444,3.72E+13
1.077101491,3.85E+13
1.65600957,3.89E+13
0.407962984,4.10E+13
4.263164033,5.01E+13
1.169340685,5.22E+13
3.975905188,5.51E+13
3.378574253,7.47E+13
6.707045724,9.36E+13
4.327020261,1.11E+14
5.540742829,1.27E+14
2.06983302,2.22E+14
3.76373308,2.60E+14
